price,bedrooms,bathrooms,sqft_living,floors,waterfront,view,sqft_above,sqft_basement,city,country
895000,5,3,2876,1,0,2,1970,906,Mercer Island,USA
368250,3,2.5,2150,2,0,0,2150,0,Sammamish,USA
249900,2,1,1140,1,0,0,1140,0,Seattle,USA
350000,3,1.5,980,1,0,0,980,0,Kirkland,USA
175000,3,1.75,1230,1,0,0,1230,0,Auburn,USA
270000,3,1.75,1390,1,0,0,860,530,Seattle,USA
495000,3,3.5,2380,2,0,3,1670,710,Seattle,USA
1580000,3,3.25,3690,2,0,0,3690,0,Kirkland,USA
542500,5,3.25,3010,1.5,0,0,2010,1000,Issaquah,USA
330000,3,1,1250,1,0,0,1250,0,Woodinville,USA
1003000,4,2.75,2290,2,0,0,2170,120,Seattle,USA
299800,2,1,790,1,0,0,790,0,Seattle,USA
299900,3,2.5,2720,2,0,0,2720,0,Auburn,USA
691000,4,2.75,2550,1,0,0,1700,850,Kirkland,USA
195000,2,1,1080,1,0,0,1080,0,Des Moines,USA
405000,3,1.75,2470,1,0,1,1570,900,Des Moines,USA
360000,2,0.75,850,1,0,2,550,300,Seattle,USA
256750,3,2.5,1990,1,0,0,1570,420,Kent,USA
332500,3,2.25,1800,2,0,0,1800,0,Maple Valley,USA
975000,5,4,4850,2,0,0,4850,0,Bellevue,USA
218000,3,1,1020,1,0,0,1020,0,Seattle,USA
429000,3,2.5,2420,2,0,0,1860,560,Issaquah,USA
589000,4,2.5,2910,2,0,2,2910,0,Snoqualmie,USA
255000,3,1.5,1060,1,0,0,1060,0,Renton,USA
668750,4,2.5,2340,1,0,2,1590,750,Shoreline,USA
344500,4,2.75,1800,1,0,0,1050,750,Renton,USA
452000,4,2,1660,1,0,0,850,810,Seattle,USA
540000,3,1.75,1300,1,0,0,1300,0,Redmond,USA
246000,3,1.5,1780,1,0,0,1780,0,Seattle,USA
535000,2,1,1030,1,0,0,920,110,Seattle,USA
970000,4,3.25,2790,1,0,3,1130,1660,Shoreline,USA
430000,3,1,1150,1,0,0,1150,0,Seattle,USA
520000,4,2.5,3290,2,0,0,3290,0,Kenmore,USA
712000,4,2.5,3400,2,0,0,3400,0,Ravensdale,USA
450000,2,1,1200,1,0,0,1070,130,Seattle,USA
220000,4,2.5,2160,2,0,0,2160,0,Pacific,USA
525000,3,1,1450,1,0,1,950,500,Seattle,USA
1220000,4,2.5,3240,2,0,0,2060,1180,Seattle,USA
540000,3,2,1470,2,0,0,1000,470,Seattle,USA
600000,4,2.5,2360,2,0,0,2360,0,Kirkland,USA
600000,3,2.25,2230,2,0,0,2230,0,Bellevue,USA
625000,4,2.5,2630,2,0,0,2630,0,Woodinville,USA
150000,3,1,1010,1,0,0,1010,0,Carnation,USA
389999,3,2.25,1445,2,0,0,1300,145,Issaquah,USA
285000,3,1.75,2380,1.5,0,0,1320,1060,Seattle,USA
744000,4,2.75,2830,2,0,0,2830,0,Sammamish,USA
700000,4,2.5,3010,2,0,0,3010,0,Redmond,USA
318989,4,2.25,2000,1,0,0,2000,0,Federal Way,USA
556000,3,2.25,2020,2,0,0,2020,0,Kirkland,USA
275000,3,2.5,2030,2,0,0,2030,0,Maple Valley,USA
430000,3,2.75,2550,2,0,0,2550,0,Shoreline,USA
300000,2,1,970,1,0,0,970,0,Seattle,USA
396450,3,1.75,1540,1,0,0,1540,0,Issaquah,USA
225000,2,1,1396,1,0,0,1396,0,Redmond,USA
700000,4,3.25,2780,2,0,0,2780,0,Seattle,USA
260000,6,2,2220,1,0,0,2220,0,Auburn,USA
655000,4,3.5,2350,2,0,3,1670,680,Kirkland,USA
1185000,3,2.25,2760,2,0,0,2760,0,Bellevue,USA
1550000,3,2.5,4460,2,0,0,4460,0,Kirkland,USA
413800,3,2,1440,1,0,0,1440,0,Redmond,USA
950000,5,3.75,5330,2,0,2,3570,1760,Issaquah,USA
334990,4,2.5,2220,2,0,0,2220,0,Seattle,USA
2700000,5,4.75,5305,2,0,2,3745,1560,Kirkland,USA
1030000,3,4,3880,2,0,3,3700,180,Kirkland,USA
1130000,4,3.25,3810,1,0,1,2680,1130,Kirkland,USA
556000,3,3,1960,2,0,0,1600,360,Issaquah,USA
360000,3,2.5,1530,3,0,0,1530,0,Seattle,USA
480000,4,2.25,3250,2,0,0,3250,0,Kent,USA
324000,3,2.5,1750,2,0,0,1750,0,Renton,USA
1050000,4,3.25,3440,2,0,0,3440,0,Kirkland,USA
275000,1,0.75,1170,1,0,0,880,290,Enumclaw,USA
180000,3,1,870,1,0,0,870,0,Covington,USA
749000,4,2.5,2930,2,0,0,2930,0,Sammamish,USA
1600000,3,2.5,3160,1,0,2,1820,1340,Bellevue,USA
373500,2,1,800,1,0,0,800,0,Seattle,USA
770000,4,2.5,2350,2,0,0,2350,0,Bellevue,USA
356000,2,1.75,1060,1,0,0,1060,0,Woodinville,USA
625000,3,1.75,2060,1,0,0,1350,710,Redmond,USA
494400,2,1.75,1560,1,0,0,780,780,Seattle,USA
585000,4,1.75,3000,1,0,3,1500,1500,Renton,USA
926300,3,1.5,1660,2,0,0,1660,0,Seattle,USA
600000,3,1.75,1650,1,0,0,1040,610,Seattle,USA
430000,4,3,3220,2,0,0,2450,770,Kent,USA
307000,3,1.5,2320,1,0,0,2320,0,Duvall,USA
604700,4,2.75,2750,1,0,3,1720,1030,Des Moines,USA
219900,3,1,910,1,0,0,910,0,Seattle,USA
270000,2,1.5,840,2,0,0,840,0,Seattle,USA
432000,3,2.25,1470,2,0,0,1090,380,Seattle,USA
300000,6,2,2040,1,0,0,2040,0,Renton,USA
361000,3,1,1100,1.5,0,4,1100,0,Des Moines,USA
249950,2,1,940,1,0,0,940,0,Burien,USA
320000,3,2,1110,1,0,0,1110,0,North Bend,USA
305000,4,1.75,2200,1.5,0,0,1400,800,Seattle,USA
503000,2,1.75,2860,1,1,4,1510,1350,Federal Way,USA
235750,2,1,740,1,0,0,740,0,Seattle,USA
657000,4,1.75,2740,1,0,2,1370,1370,Seattle,USA
385000,3,1,1250,1,0,0,1250,0,Bellevue,USA
389950,4,2.5,3140,2,0,0,3140,0,Federal Way,USA
150000,2,1,820,1,0,0,820,0,Seattle,USA
254500,4,2.75,2570,2,0,0,1720,850,Auburn,USA
555000,4,2.25,2350,1,0,0,1430,920,Bellevue,USA
1075000,4,3,3600,1,0,4,2100,1500,Bellevue,USA
245000,4,2,1580,1,0,0,1040,540,Federal Way,USA
319950,2,1,1070,1,0,2,1070,0,Seattle,USA
337000,3,1,1070,1,0,0,1070,0,Seattle,USA
492000,4,2,1640,2,0,0,1640,0,Seattle,USA
1170000,3,2.75,2890,2,0,3,2830,60,Kirkland,USA
348580,3,1,1220,1,0,0,1220,0,Kirkland,USA
180000,2,1,1400,1,0,0,900,500,Renton,USA
400000,3,1,1040,1,0,0,1040,0,Seattle,USA
295000,4,2,980,1,0,0,980,0,North Bend,USA
910000,4,3.25,3340,1.5,0,0,2240,1100,Redmond,USA
1150000,6,4.5,6040,2,0,0,4100,1940,Issaquah,USA
431500,3,3.5,1900,2,0,0,1430,470,Seattle,USA
180000,4,1.5,1740,1,0,0,1020,720,SeaTac,USA
677000,3,2,2000,1,0,0,1100,900,Seattle,USA
1180500,3,1.75,1610,1,0,0,1090,520,Seattle,USA
635700,4,2.5,3240,1,0,0,1860,1380,Sammamish,USA
482000,5,2.25,2230,1,0,0,1320,910,Woodinville,USA
168000,2,2.5,1160,2,0,0,1160,0,Seattle,USA
805000,4,2.75,2410,1,0,0,1410,1000,Seattle,USA
398000,2,1,590,1.5,0,0,590,0,Black Diamond,USA
665000,4,2.5,2600,2,0,0,2600,0,Newcastle,USA
592500,4,3,2170,1,0,0,1370,800,Redmond,USA
940000,4,2.75,2080,1.5,0,0,2080,0,Seattle,USA
655000,4,2.5,2860,2,0,0,2860,0,Sammamish,USA
622500,4,2.5,2980,2,0,0,2980,0,Snoqualmie,USA
380000,2,2.5,1230,2,0,0,1060,170,Seattle,USA
648360,4,1.75,2260,1,0,1,1130,1130,Kirkland,USA
432000,3,2.75,2200,1,0,0,1100,1100,Redmond,USA
1050000,4,2.5,3030,1.5,0,0,3030,0,Bellevue,USA
353250,2,1,1060,2,0,0,1060,0,Seattle,USA
1000000,4,3,4260,2,0,0,4260,0,Sammamish,USA
320000,3,2.25,998,2,0,0,798,200,Seattle,USA
349900,4,2.5,2052,2,0,0,2052,0,Federal Way,USA
330000,4,3.5,3150,2,0,0,3150,0,Kent,USA
408000,3,2.25,1950,1,0,0,1950,0,SeaTac,USA
321000,3,2.25,1347,3,0,0,1347,0,Seattle,USA
1051000,4,3.75,3860,2.5,0,0,3860,0,Issaquah,USA
2150000,4,5.5,5060,2,0,0,5060,0,Bellevue,USA
359000,3,1.5,1360,3,0,0,1360,0,Seattle,USA
300000,5,2.5,2760,2,0,0,2760,0,Seattle,USA
380000,5,3.5,2420,2,0,0,2420,0,Seattle,USA
660000,3,2.5,2450,2,0,0,2450,0,Redmond,USA
355000,3,2.25,1280,3,0,0,1280,0,Seattle,USA
259000,3,2.5,1550,2,0,0,1550,0,Auburn,USA
353000,1,1,550,2,0,0,550,0,Seattle,USA
430000,2,2.5,1520,2,0,0,1240,280,Seattle,USA
460000,3,1,1670,1.5,0,0,1170,500,Seattle,USA
80000,1,0.75,430,1,0,0,430,0,Carnation,USA
782000,4,2.5,2380,2,0,0,2380,0,Bellevue,USA
218000,3,1,960,1,0,0,960,0,Enumclaw,USA
325000,3,1,1920,1,0,2,1120,800,Seattle,USA
980000,4,3,3680,1,0,3,2060,1620,Seattle,USA
902000,4,2.25,2530,1,0,0,1570,960,Bellevue,USA
556000,5,2.5,3840,2,0,0,3840,0,Federal Way,USA
662990,3,1.75,1240,1.5,0,0,1240,0,Seattle,USA
225000,2,1,1300,1.5,0,0,1300,0,Ravensdale,USA
439950,4,2.5,2380,2,0,0,2380,0,Renton,USA
175000,2,1,1300,1,0,0,1300,0,Auburn,USA
306000,2,1,780,1,0,0,780,0,Woodinville,USA
235000,4,2.5,1810,1,0,0,1230,580,Kent,USA
399500,3,1.75,2420,2,0,0,2420,0,North Bend,USA
478000,3,1,1280,1.5,0,0,1280,0,Seattle,USA
515000,2,1,1680,1,0,0,1140,540,Seattle,USA
550000,3,2.5,2510,2,0,0,2510,0,Renton,USA
149000,3,1,1700,1,0,0,1700,0,Seattle,USA
526000,3,1.75,1680,1,0,0,960,720,Seattle,USA
527550,1,0.75,820,1,0,0,820,0,Snoqualmie,USA
1050000,3,4,4380,2,0,0,4380,0,Redmond,USA
625000,3,2.5,2600,1,0,0,2600,0,Sammamish,USA
950000,5,3.25,3400,2,0,0,3400,0,Bellevue,USA
377691,5,1.75,2120,1,0,0,1320,800,Shoreline,USA
648475,4,2.75,2250,1,0,0,1200,1050,Seattle,USA
383000,3,1,1800,1,0,0,1200,600,Seattle,USA
535000,3,2.5,2210,2,0,0,2210,0,Redmond,USA
449950,3,2,1560,2,0,0,1560,0,Seattle,USA
465425,4,2.75,2430,1,0,0,2430,0,Woodinville,USA
675000,4,2.5,2560,2,0,0,2560,0,Sammamish,USA
599000,3,2.75,1960,1.5,0,0,1410,550,Seattle,USA
416000,3,1.5,1110,1,0,0,1110,0,Redmond,USA
595000,2,1.5,1030,1,0,0,830,200,Seattle,USA
200000,4,1,1350,1,0,0,1350,0,Renton,USA
402000,3,2,1540,2,0,0,1540,0,Issaquah,USA
433000,4,1.75,1830,1,0,0,1010,820,Bellevue,USA
275000,4,1.5,1930,2,0,0,1930,0,Federal Way,USA
410000,3,2,1650,1.5,0,0,1650,0,Kirkland,USA
554820,4,2,3510,1,0,2,2210,1300,Burien,USA
1325000,4,3,3370,1,0,3,1860,1510,Seattle,USA
735000,3,2.5,2390,2,0,0,2390,0,Redmond,USA
607000,3,1,1230,1,0,0,1230,0,Bellevue,USA
549900,4,3,2830,2,0,0,2830,0,Auburn,USA
258000,3,1.75,1620,1,0,0,1310,310,Maple Valley,USA
661254,4,4,2290,1.5,0,0,1690,600,Seattle,USA
945000,4,2,2840,1,0,0,1420,1420,Clyde Hill,USA
799950,4,3.5,4220,2,0,0,4220,0,Auburn,USA
132500,3,1,1080,1,0,0,1080,0,Auburn,USA
467100,3,1.75,1620,1,0,0,1190,430,Redmond,USA
1610000,4,3.5,4390,2,0,3,3060,1330,Mercer Island,USA
641000,3,1.75,1620,1,0,0,940,680,Seattle,USA
350000,3,1,1010,1,0,0,1010,0,Shoreline,USA
335000,4,2.5,1750,1,0,0,1240,510,Renton,USA
900000,3,3.5,4080,1.5,0,3,4080,0,Auburn,USA
440000,4,2.5,2560,1,0,0,1280,1280,Issaquah,USA
464600,3,1.75,1120,1.5,0,0,1120,0,Seattle,USA
1200000,4,3.5,4740,2,0,0,4740,0,Redmond,USA
300000,2,1,1340,1,0,2,1340,0,Seattle,USA
670500,4,2,1590,1,0,0,1590,0,Seattle,USA
552000,3,1,1430,1,0,0,1080,350,Seattle,USA
244000,4,1,1450,1,0,0,1450,0,Seattle,USA
788600,4,2.75,3500,2,0,0,3500,0,Redmond,USA
445000,3,2,1630,1,0,0,1630,0,Renton,USA
530000,4,1.75,1814,1,0,0,944,870,Seattle,USA
90000,2,1,580,1,0,0,580,0,Seattle,USA
585000,3,2,1670,1.5,0,0,1670,0,Seattle,USA
498000,2,2,1140,1,0,0,1140,0,Kirkland,USA
379000,2,1,800,1,0,2,800,0,Seattle,USA
462000,3,1.75,1300,1,0,0,820,480,Seattle,USA
388000,4,2.5,2440,2,0,0,2440,0,Renton,USA
255000,3,2,1490,1.5,0,0,1490,0,Kent,USA
665000,3,2.75,1800,1,0,0,1320,480,Bellevue,USA
550000,3,2,1830,1,0,0,1830,0,Bellevue,USA
606000,3,1,1500,1,0,0,1000,500,Seattle,USA
334000,4,2.5,2210,1,0,2,1410,800,Seattle,USA
360000,3,2,1270,3,0,0,1270,0,Seattle,USA
235000,2,1,1140,1.5,0,0,1010,130,Seattle,USA
580000,3,2.5,1620,3,0,4,1470,150,Seattle,USA
355000,3,2,1220,3,0,0,1220,0,Seattle,USA
375000,2,2.5,750,2,0,0,750,0,Seattle,USA
372000,4,1.75,1960,1,0,0,1340,620,North Bend,USA
479000,3,1,1370,1.5,0,0,1370,0,Seattle,USA
2000000,5,4,4580,3,1,4,4580,0,Sammamish,USA
1680000,4,4.25,5584,2,0,0,5584,0,Carnation,USA
501000,2,1,1010,1,0,0,1010,0,Seattle,USA
245000,3,1.75,1260,1,0,0,1260,0,Maple Valley,USA
496700,3,2.5,1740,2,0,0,1740,0,Issaquah,USA
347000,4,1.5,2670,2,0,0,2670,0,Auburn,USA
199000,2,1,720,1,0,0,720,0,Renton,USA
440500,3,2.5,2460,2,0,0,2460,0,Snoqualmie,USA
820000,4,2.5,3670,2,0,0,3670,0,Sammamish,USA
325000,4,3.5,2630,1.5,0,3,1640,990,SeaTac,USA
195000,3,1.75,1570,1,0,0,1570,0,Enumclaw,USA
675000,3,3,2980,1,0,0,1820,1160,Redmond,USA
295000,3,2.5,1560,2,0,0,1560,0,Maple Valley,USA
355300,3,2.5,1620,1,0,0,1620,0,Shoreline,USA
276000,3,1,1140,1,0,0,1140,0,Seattle,USA
460000,2,1.5,2730,1,0,0,1570,1160,Duvall,USA
880000,3,2,2130,1,0,0,2130,0,Woodinville,USA
370000,3,2.5,1780,2,0,0,1780,0,Shoreline,USA
346000,4,2.5,2100,2,0,0,2100,0,Renton,USA
172500,3,1,1140,1,0,0,1140,0,Auburn,USA
379950,3,1.5,1690,1,0,0,1140,550,Kenmore,USA
468000,2,1,1160,1,0,0,860,300,Seattle,USA
477000,4,2.75,1720,2,0,0,1720,0,Seattle,USA
529000,3,1,1210,1.5,0,0,1210,0,Seattle,USA
312000,3,1.5,1255,3,0,0,1255,0,Seattle,USA
326100,2,1,880,1,0,0,880,0,Seattle,USA
360000,3,1,1050,1.5,0,0,1050,0,Seattle,USA
438000,3,1.75,1650,1,0,0,1650,0,Kenmore,USA
360000,3,1,1570,1,0,0,1570,0,Shoreline,USA
1050000,4,2.5,2920,1,0,3,1470,1450,Seattle,USA
688000,4,3,3000,1.5,0,3,1970,1030,Seattle,USA
585000,3,1.75,1850,1,0,0,1850,0,Issaquah,USA
265000,3,2.5,1440,1,0,0,1000,440,Kent,USA
375000,3,1.75,1440,1,0,0,1440,0,Kirkland,USA
326500,3,1,1810,2,0,0,1810,0,Woodinville,USA
160000,2,1,1180,1,0,0,1180,0,Seattle,USA
1570000,4,3.75,3070,2,0,0,2400,670,Seattle,USA
735000,5,2.75,3390,2,0,0,3390,0,Sammamish,USA
400000,2,1,1470,1,0,0,1470,0,Seattle,USA
800000,4,2.5,2680,1,0,0,1380,1300,Kirkland,USA
949880,4,2.25,2290,2,0,0,2290,0,Bellevue,USA
405000,3,1.75,1980,1,0,0,1310,670,Shoreline,USA
399000,4,2.5,2870,2,0,0,2540,330,Renton,USA
730001,3,2,1840,1,0,0,1010,830,Seattle,USA
1795000,4,3.25,4060,2,0,3,4060,0,Mercer Island,USA
260000,3,2,1630,1,0,0,1630,0,Pacific,USA
751750,2,2,1880,1.5,0,0,1880,0,Seattle,USA
325000,3,1.75,1780,1,0,0,1780,0,Kent,USA
344950,4,2,2330,1,0,0,1400,930,Kent,USA
457500,3,1.75,1840,1,0,0,1050,790,Seattle,USA
389000,5,2,2330,1,0,0,1190,1140,Kenmore,USA
515000,4,2.5,3200,2,0,0,3200,0,Renton,USA
732000,3,2.5,2330,2,0,4,1410,920,Seattle,USA
415000,3,2.25,1950,1,0,0,1350,600,Shoreline,USA
1655000,4,3.5,3080,2,0,3,2300,780,Seattle,USA
535000,2,1,1040,1,0,0,1040,0,Seattle,USA
540000,4,4.25,1960,2,0,0,1960,0,Seattle,USA
525000,5,3,2750,1.5,0,0,1750,1000,Seattle,USA
570000,3,1.75,1930,1,0,0,1930,0,Woodinville,USA
569950,5,4.5,4850,2,0,0,4850,0,Federal Way,USA
283200,4,2.5,1982,2,0,0,1982,0,Kent,USA
1100000,3,2.75,2640,1.5,0,0,1750,890,Seattle,USA
830000,4,2.5,1850,1,0,0,1430,420,Redmond,USA
495000,4,2.25,1940,1,0,0,1430,510,Bellevue,USA
292050,5,3,2840,1,0,0,1710,1130,Tukwila,USA
415000,5,1.5,1900,1,0,0,1130,770,Kirkland,USA
295832,5,1,1410,1,0,0,960,450,Des Moines,USA
450000,4,2.5,2520,2,0,0,2520,0,Duvall,USA
1381000,4,3.75,3160,2.5,0,0,3160,0,Mercer Island,USA
857000,4,3,3720,2,0,0,3720,0,Kirkland,USA
499950,3,3.5,1820,2,0,0,1430,390,Seattle,USA
465000,3,2,1560,1,0,0,1560,0,Kirkland,USA
329000,3,1,1600,1,0,0,1150,450,Seattle,USA
475000,3,2,1230,1,0,0,1230,0,Redmond,USA
255000,3,1,960,1,0,0,960,0,Shoreline,USA
435000,3,1,1270,1.5,0,2,1270,0,Seattle,USA
685000,3,2.5,2810,2,0,0,2810,0,Bellevue,USA
715000,2,2.5,2160,1,0,0,2160,0,Redmond,USA
780000,3,3,2520,1.5,0,0,1560,960,Seattle,USA
345000,2,1.5,1180,2,0,0,990,190,Seattle,USA
355000,4,2.25,1810,2,0,0,1810,0,Renton,USA
282000,3,2.5,1680,1,0,0,1240,440,Kent,USA
244000,3,1,910,1,0,0,910,0,Burien,USA
967500,3,3.75,3250,2,0,2,2370,880,Seattle,USA
375000,3,1.5,2000,1,0,0,1520,480,Seattle,USA
1600000,3,3.25,3790,2,0,4,3790,0,Seattle,USA
527500,3,1.75,2310,1,0,0,1760,550,Issaquah,USA
994000,3,2.25,2510,1.5,0,2,1810,700,Seattle,USA
313000,3,1.75,1320,1,0,0,1320,0,Shoreline,USA
587000,3,2.25,2370,2,0,0,2370,0,Redmond,USA
304000,3,1,900,1,0,0,900,0,Kirkland,USA
675000,3,2.5,2540,2,0,1,2540,0,Seattle,USA
305000,4,1,2100,1,0,0,1050,1050,Renton,USA
280000,3,1,1200,1,0,0,920,280,Seattle,USA
960000,5,4,3720,2,0,0,3720,0,Sammamish,USA
500000,3,2.25,1760,2,0,0,1760,0,Issaquah,USA
274950,3,1.75,1670,1,0,0,1320,350,Covington,USA
455600,3,2.5,2420,2,0,0,2420,0,Snoqualmie,USA
970000,5,3,3480,2,0,0,3480,0,Mercer Island,USA
312900,4,2.5,1630,2,0,0,1630,0,Maple Valley,USA
535000,4,2.5,2340,2,0,0,2340,0,Seattle,USA
427000,2,1,920,1,0,0,920,0,Seattle,USA
405000,2,1,910,1,0,0,910,0,Seattle,USA
480000,3,1,1150,1,0,2,1150,0,Seattle,USA
725000,3,1.5,2500,1.5,0,2,1450,1050,Seattle,USA
293000,4,2.5,3250,1,0,2,3250,0,Auburn,USA
268000,4,2,1930,1,0,0,1030,900,Burien,USA
475000,4,3.5,3400,2,0,0,2500,900,Vashon,USA
488000,3,2.5,1590,3,0,0,1590,0,Seattle,USA
760000,4,2.5,3330,2,0,0,3330,0,Redmond,USA
1710000,5,4.5,4590,2,0,0,4590,0,Kirkland,USA
754950,3,2.5,2610,2,0,0,2610,0,Kirkland,USA
263900,3,2.5,1658,2,0,0,1658,0,Des Moines,USA
460000,3,3.5,1600,2,0,0,1240,360,Seattle,USA
399950,3,3,1296,3,0,0,1296,0,Seattle,USA
370000,2,2.25,1280,2,0,0,1080,200,Seattle,USA
1149000,4,3,5940,2,0,4,4950,990,Snoqualmie,USA
450800,4,3.25,2510,2,0,0,2510,0,Renton,USA
627000,3,3.5,2710,2,0,0,1650,1060,Issaquah,USA
495000,3,2.5,1750,3,0,0,1750,0,Seattle,USA
310000,3,1,1430,1.5,0,0,1430,0,Kenmore,USA
550000,4,1,1660,1,0,0,930,730,Redmond,USA
215000,2,1,1320,1,0,0,1320,0,Burien,USA
799000,4,3,2580,2,0,0,2580,0,Redmond,USA
630000,4,2.5,2740,2,0,0,2740,0,Woodinville,USA
267000,3,2.5,2495,2,0,0,2495,0,Federal Way,USA
900000,6,2.75,2300,1.5,0,0,2300,0,Mercer Island,USA
365000,3,1.5,1300,1,0,0,1300,0,Kenmore,USA
544500,4,2.5,2230,1,0,0,1450,780,Issaquah,USA
599000,4,2.75,2020,1,0,0,1010,1010,Seattle,USA
815000,4,2.25,2000,2,0,0,2000,0,Seattle,USA
254000,2,1,1060,1,0,0,1060,0,Shoreline,USA
740000,2,1.75,2080,1,0,0,1080,1000,Seattle,USA
225000,3,2,2030,1,0,0,1220,810,Auburn,USA
925000,3,2.5,2690,2,0,0,1840,850,Seattle,USA
1285000,4,2.5,3240,1,0,0,2260,980,Seattle,USA
537000,3,2.5,1550,2,0,0,1550,0,Kirkland,USA
335000,4,2,1480,1,0,0,740,740,Seattle,USA
840000,4,2.75,3040,2,0,0,2100,940,Seattle,USA
224000,3,1.5,1560,1,0,0,1040,520,Auburn,USA
395000,3,2.5,2250,2,0,0,2250,0,Renton,USA
450000,3,1,1100,1,0,0,1100,0,Seattle,USA
681000,3,1,1700,1.5,0,0,1700,0,Seattle,USA
898000,5,1.5,2680,1,0,0,1450,1230,Bellevue,USA
370000,3,1,800,1,0,0,800,0,Seattle,USA
429000,2,1.75,1350,1,0,0,1350,0,Redmond,USA
150000,3,1,820,1.5,0,0,820,0,Seattle,USA
555000,3,2.5,3160,2,0,0,2650,510,Bothell,USA
326000,3,2.75,1720,1,0,0,1720,0,Renton,USA
225000,3,2.5,1680,2,0,0,1680,0,Auburn,USA
245100,3,1.75,1300,1,0,0,1300,0,Auburn,USA
665000,3,2.5,2190,2,0,0,2190,0,Sammamish,USA
535000,3,2.5,1720,2,0,0,1720,0,Issaquah,USA
305000,3,1,1160,1,0,0,1160,0,Woodinville,USA
999000,7,4,3150,1,0,0,3150,0,Bellevue,USA
215000,3,1.75,1210,1,0,0,1210,0,Pacific,USA
432500,3,1.75,1980,1,0,0,1270,710,Seattle,USA
655000,4,2.5,2990,2,0,0,2990,0,Sammamish,USA
266200,3,1.5,1430,1,0,0,1430,0,Renton,USA
244615,3,2.5,2060,2,0,0,2060,0,Kent,USA
460000,4,3,2230,2,0,0,2230,0,Kent,USA
370000,4,2.5,3090,2,0,0,3090,0,Federal Way,USA
465000,6,3.25,4250,1,0,3,2150,2100,Federal Way,USA
1175000,3,2.5,1970,1,1,4,1100,870,Seattle,USA
189000,2,2,1700,1,0,0,850,850,Auburn,USA
820000,3,2.5,2510,2,0,2,2510,0,Seattle,USA
968000,6,2.75,3610,1,0,4,2070,1540,Sammamish,USA
1400000,4,3.25,2980,2,0,3,2140,840,Seattle,USA
438750,3,1.75,1610,1,0,0,1610,0,Seattle,USA
1210000,4,2.75,3650,2,0,2,2530,1120,Seattle,USA
600000,4,2,2510,1,0,0,2510,0,Kirkland,USA
589000,3,1,1110,1.5,0,0,1110,0,Seattle,USA
590000,3,2,1650,2,0,0,1650,0,Seattle,USA
479900,3,2,1980,1,0,0,1980,0,Kent,USA
210000,2,1.5,880,2,0,0,880,0,Seattle,USA
745000,3,1.75,1490,1,0,0,1140,350,Beaux Arts Village,USA
840500,3,2,2520,1.5,0,0,1410,1110,Seattle,USA
420000,3,1.75,1820,1,0,0,1250,570,Redmond,USA
565000,7,4.5,4140,1,0,0,2070,2070,Seattle,USA
840000,4,2.5,3420,2,0,0,3420,0,Sammamish,USA
681716,4,2.5,3150,2,0,0,3150,0,Renton,USA
600000,3,1.75,1580,1,0,0,1150,430,Bellevue,USA
380000,3,2,1660,1,0,0,1660,0,Seattle,USA
168500,3,1,1100,1,0,0,1100,0,Covington,USA
355000,2,1,1270,1,0,0,960,310,Seattle,USA
277000,4,1,1450,1,0,0,990,460,Seattle,USA
236000,4,2.25,1830,1,0,0,1200,630,Federal Way,USA
270000,3,1.75,1300,1,0,0,650,650,Seattle,USA
700000,2,1.75,2320,1.5,0,2,1720,600,Seattle,USA
425000,4,2.75,1680,1,0,0,1080,600,Kenmore,USA
635000,3,2.5,2300,1.5,0,0,2000,300,Seattle,USA
510250,3,1.75,1400,1,0,0,870,530,Seattle,USA
960000,4,2.25,2410,2,0,2,1800,610,Seattle,USA
254000,3,2,1480,1,0,0,1480,0,Maple Valley,USA
299000,3,1,1390,1.5,0,0,1390,0,Shoreline,USA
175000,2,1,830,1,0,0,830,0,Maple Valley,USA
157500,2,1,740,1,0,0,740,0,Kent,USA
580000,5,2,1940,1,0,0,970,970,Seattle,USA
124740,3,1,1340,1,0,0,1340,0,Kent,USA
1970000,8,3.5,4440,2,0,3,3140,1300,Seattle,USA
285000,2,1,800,1,0,0,800,0,Seattle,USA
242000,3,1.75,1310,1,0,0,1310,0,SeaTac,USA
840000,4,1.75,2330,2,0,0,1300,1030,Seattle,USA
474800,2,3.25,1400,3,0,0,1400,0,Seattle,USA
490000,4,2.5,2360,2,0,0,2360,0,Woodinville,USA
465000,3,2.25,1840,2,0,0,1840,0,Kirkland,USA
515000,4,2.5,2680,2,0,0,2680,0,Snoqualmie,USA
430000,3,3.75,3890,1,0,2,2390,1500,Seattle,USA
253400,3,2,1400,1,0,0,1400,0,Federal Way,USA
355000,3,2.5,2400,1,0,0,2400,0,Federal Way,USA
740000,4,2.25,2920,2,0,0,2920,0,Fall City,USA
186950,2,2,1390,2,0,0,1390,0,Federal Way,USA
306000,3,2.5,1680,2,0,0,1680,0,Renton,USA
510000,4,1.5,2040,1,0,0,1020,1020,Bellevue,USA
345000,2,1,1080,1,0,0,1080,0,Seattle,USA
875000,3,2.75,2280,1,0,0,1280,1000,Seattle,USA
700000,4,3.5,4490,2,0,0,3390,1100,Snoqualmie,USA
1400000,4,3.25,4700,1,0,4,2520,2180,Seattle,USA
499950,4,2.5,2798,2,0,0,2798,0,Renton,USA
739000,3,2.5,2810,2,0,0,2810,0,Redmond,USA
363000,4,2.5,3753,2,0,0,3336,417,Federal Way,USA
